用户ID,会员级别,手机参数,昵称,购买时间,评论内容
,,,,,
1033857377142,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-27 22:00:17,手机好手机，用了几天才来评价的，是正品，可惜被我自己摔了一下，还好还好没事。苹果第一次用不怎么会玩！尴尬啊😅！！！
1035683464831,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,h***a,2019-02-26 13:56:14,用了一个多星期，第一次用苹果手机，给我最大的感觉，不方便的地方：1，5.5寸单手够左上角后退真的很累，特别是在被窝里单手刷手机，或者在地铁上很挤单手拿手机的时候。2，苹果真的不适合搜狗输入法，划光标的时候太累了，还不支持9健英文输入。3，闹铃居然跟铃声声音大小一样的，不能单独调闹铃声音。4，电池太小了，虽然是刚买的手机，但比起其他国产新手机差太多了。可能跟8p机身很薄有关。5，wifi要打开设置才能关闭。 方便的地方：真香！
1034682316810,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,不***师,2019-02-10 17:22:42,挺好的查了下新机 电池100% 但是呢我觉得卖手机的还是去实体店体验下 我记得我的p有点大。。。。。 其他都可以 支持正版
1034800135317,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,我***璐,2019-02-06 13:45:47,这波春节降价优惠力度还是蛮大的，加上手机刚好摔坏那就换了，手机就不多说了懂得自然懂，反正不是啥翻新机就行，其他我也没啥可说的！哦，对了，苏宁这次过年的送货的速度不得不说一下真的快，相当🐂🍺
1034687255034,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,s***6,2019-02-04 15:27:47,很好，不错，好用
1034732116972,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,睿***睿,2019-02-11 16:36:38,一直在苏宁易购买手机&hellip;
1034940614243,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,关***赛,2019-02-11 10:22:49,手机以收到，送别人的，还可以
1032557380113,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,w***4,2019-01-17 08:02:32,全新正品国行。6SP光荣下岗 8P上位 哈哈哈
1033759131278,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,我***i,2019-01-24 18:17:52,前一天下单 第二天就收到了 颜色跟样子都很喜欢 第一次在网上买电子产品 结果还是不错的
1034477646701,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,眼***3,2019-02-02 22:11:35,查过了，是全新的，特地用了几天来评价的，颜色好看还是喜欢实体按键的我jio得不错
1034107317736,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,一***n,2019-01-30 17:08:46,所以手机还是买正版原配的好
1035687154735,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***9,2019-02-22 21:11:17,充电只能充到百分之九十八。  找客服没人解决
1033451910567,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,美***1,2019-01-22 21:50:15,很不错呢，开心，现在用着还不错，比较顺手。用过一段时间后再追评。
1032917761783,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,d***g,2019-01-19 09:23:52,清楚像素高， 很好很快，第一次尝试用这个系统，过些天再买一个给老婆，哈哈，非常好 不错不错哦，非常喜欢 很快，待机时间也很好，一天多呢 好好好啊好好好好好好 服务很棒，还会再来苏宁，快递也非常好，小哥送货上门，主动提出打开让验货
1033379214755,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***4,2019-01-22 11:12:38,宝贝很不错，目前来说性价比很高的一款手机，为苏宁的差价赔点赞
1034935213250,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,凯***妖,2019-02-13 12:42:58,"先说说快递，真心慢。好在服务还是不错的。 只剩下灰黑色，个人觉得女生选择银色什么的比较好。 收到就激活了第一次用感觉不错,还没有查询这个电话的信息，感觉很正。后面查询了会追评"
1033357546201,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,e***e,2019-01-22 06:59:33,昨晚收到就安装好了，一键恢复云端软件和资料。很方便。用苹果很多年了，从4-8，这次又买了一个8+，性价比很高。苹果手机最大的特点，稳定，安全，速度快，不发热，所以一直用苹果手机。
1032904769933,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,y***7,2019-01-19 00:31:51,手机正品，用了不错！非常好！
1033462196620,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***4,2019-01-25 02:39:00,非常喜欢。 正品完全没问题。 从来不评论的我都要来说说。像素非常棒 手感完全没问题的。之前的担心都是多余的
1033803177265,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,金***0,2019-01-27 13:39:37,我没有检测是不是正版？我只知道这个手机用着非常好，非常喜欢，😁️
1033594438411,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,n***f,2019-01-24 11:01:15,送给妈妈的新年礼物，希望她能拍出美美哒的照片。
1033717687321,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***0,2019-01-24 12:37:09,很不错手感很好，快递小哥很负责，速度很快
1033377314120,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,w***n,2019-01-22 10:56:41,给爸妈的新年礼物
1033927560376,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,c***o,2019-01-29 18:39:45,非常不错。各个方面都挺好的。就是有点后悔买黑色。嘿嘿
1034608712472,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***g,2019-02-09 11:18:33,发货快，快递给力，很不错。
1033139868569,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,星***行,2019-01-22 06:12:44,等了五天终于到了 还不错  挺好的 五星好评吧嘻嘻
1034312848088,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,乐***宝,2019-02-03 21:19:27,给老公买的星空灰物流是相当快了。前一天晚上睡觉前下单第二天还没起床快递就打电话准备上门了。哈哈，物流好评。
1032888223530,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,f***i,2019-01-17 09:23:39,iphone 8p已经很好用了，而且也挺好看的
1033644184575,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,l***n,2019-01-26 20:48:03,这个发货挺快的 正好搞活动降价 很划算
1033642795857,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,2***沫,2019-01-23 17:10:32,超级满意，刚好降价，买了两台。
1031655691406,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,八***6,2019-01-06 17:33:02,苏宁当天就到了，10分满意度老婆很喜欢，我自己也用一台。赞赞赞。
1035011785889,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,王***6,2019-02-14 17:57:08,商品主体是好的，但包装内防撞袋已瘪，打开包装前还是很担心的。 服务体验很好。
1031814332210,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,f***7,2018-09-16 16:32:49,此用户没有填写评论!
1033591382954,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***女,2019-01-24 10:34:27,手机一到就买各种手机壳   开心
1034192396506,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,y***k,2019-02-02 09:12:22,运行速度挺快，不玩游戏，足够用了，手感细腻，屏幕分辨率也还好，拍照可以，还要啥自行车啊
1034381026773,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,谭***k,2019-02-01 16:02:27,不错，隔天就收到了，正品不用说，非常棒！喜欢！
1035038646701,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,明***瑶,2019-02-12 22:48:09,这是在苏宁买的第三台苹果手机，这台是大年初二买的，初三就送到玉林了。物流速度快得惊人。表扬苏宁的物流小哥，服务态度极好。
1033232792894,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,雅***7,2019-01-22 21:25:49,19号买的，今天下午才收到货，手机很完美，没有任何瑕疵，非常喜欢
1033235733810,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-21 23:28:37,刚到手，官网查了是正品喜欢就下手不用听别人的建议适合自己就好。
1032796419781,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,o***东,2019-01-16 14:14:48,不错，老婆很喜欢，觉得是性价比很高
1034851479835,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,妖***酱,2019-02-07 13:27:56,年货节 8天内发货？真的让我等八天！客服从来不理人 双十一都不会这样吧 一个年货节就把苏宁打趴了
1033488470083,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,摄***9,2019-01-23 11:15:34,挺好的 金色是属于有点粉粉的那种 很可爱
1032808684276,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,完***1,2019-01-19 07:46:09,原包装  挺好的！物流真的好快
1033657520977,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,锁***静,2019-01-27 00:02:45,是正品刚弄好的 激活比较麻烦 苏宁服务物流也是棒棒哒  哈哈哈
1035465127750,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***1,2019-02-17 21:52:00,今天刚收到。 目前还很多错。 多段时间追评
1035524741847,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***2,2019-02-22 10:35:50,第一次在网上买手机，收到就开始用了，没有异常，全新的未激活
1033713205078,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,到***0,2019-01-26 15:11:48,手机很好，正品行货，苏宁易购的手机还是靠谱！👍
1033614086366,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,心***5,2019-01-24 13:49:30,手机很不错，为什么屏幕那么黄，一直在调，调不过来
1034698724157,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,逛***0,2019-02-11 00:45:29,值得购买的商品
1033064679332,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,我***想,2019-01-18 14:30:52,挺好的 价格也可以 用几天在评价
1033332890473,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,小***6,2019-01-21 20:14:47,非常喜欢呀  是正品
1034361338222,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,有***猫,2019-02-01 12:19:41,"头一次在苏宁购物，很不错的一次购物，也是第一次用苹果手机，是正品行货没错，序列号M开头，电池续航一个晚上待机百分之一这样子，手机也很流畅,开始有点喜欢iOS了"
1033506553926,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,清***兔,2019-01-24 14:58:12,快递小哥太给力了，早上下的单下午就收到了&hellip;手机不错外观很漂亮，价格也很美丽！快过年了顺便把自己的手机也换换新，机子正在使用中&hellip;暂没任何问题！过后在来追评！
1034181071282,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,眺***我,2019-01-28 20:50:18,一直在苏宁上买，感觉挺不错的。8p的手感还是不错的
1033158898544,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***2,2019-01-20 11:55:23,"价格实惠、客服处理问题速度杠杠的！真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物"
1033539386955,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-23 18:23:55,一直在苏宁买手机，便宜实惠，质量还有保证，必须赞一个，以后继续选择苏宁
1033546832852,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,靓***药,2019-01-25 20:33:59,等九天，也到手，手感可以，蛮好，喜欢
1032513852877,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,残***阳,2019-01-16 18:24:54,年货节做活动买的，昨天下午下的单，今天上午就到了，配送速度快。手机到手之后，仔细检查了一下外观，完美2字，查了一下序列号，是正品，没卡顿现象，卫衣不理解的是，拆开之后，怎么是开机状态？
1033518058093,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,不***了,2019-01-23 15:24:08,卖家发货速度很快，快递送达的也很快。包装的很好，所以快递没有一点破损。物品和卖家描述以及图片一致，物美价优，嗯嗯，必须给五星好评！！好的，到此为止，前面都是小仙女的套路模板。后面是我想说的话：买给老妈的 去官网查了一下 是新机 没有任何问题！！不错不错不错不错不错不错不错！！
1033029856689,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,l***a,2019-01-21 08:03:43,17号下单 18号拿到 物流真的真快 很喜欢这个金色
1033177615147,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,对***练,2019-01-19 14:23:12,真品支持好
1034943862678,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***8,2019-02-11 11:13:21,不错，很好
1036230359710,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,浅***0,2019-03-01 00:14:22,还不错，用了几天，就是没有转接头不方便。查看激活时间是对的就是没查看是不是原装。  (⑅˃◡˂⑅)(ˊo̶̶̷ᴗo̶̶̷`)(｡･ˇдˇ･｡)..(｡&bull;ˇ‸ˇ&bull;｡)&hellip;
1034458283002,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,可***哥,2019-02-01 09:56:44,当天下的单第二天下午就送到了。各方面都可以。手机是正品没毛病。性价比超高，
1034657048053,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,l***律,2019-02-10 10:33:45,很不错呀
1033664599385,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,天***下,2019-01-23 20:33:54,用过好几天后再来评价的，感觉很不错，手感好，质量也不错，价格实惠，我非常的喜欢，太高兴了
1033964152742,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,妍***0,2019-01-30 10:08:03,苏宁小哥态度很好，主动拆开验货，很开森！检查了一下，没有什么问题！值得购买。
1035175951339,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,e***9,2019-02-13 13:38:52,苏宁快递很快，东西不错，用一段时间再评
1034273639718,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,蓝***言,2019-01-29 21:08:46,老妹儿用着可开心了！棒
1033162544281,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,丿***兮,2019-01-22 11:11:53,第一次网上买手机还是挺满意的
1033370220578,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,高***z,2019-01-24 10:01:39,帮表弟代买的，他挺满意
1035628823221,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,y***友,2019-02-20 09:24:21,给老公买的，用几天追评吧
1034995981867,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,l***1,2019-02-14 14:16:52,手机是正品，等了好久终于等来了，用的很顺手，价格也是最合理的
1032774313940,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,耳***宇,2019-01-17 21:58:07,苏宁易购的快递要赞，很棒！对苏宁易购的服务一直很信任，保质，快速。手机很不错。
1031634398638,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,x***2,2019-01-07 14:08:39,非常不错&hellip;&hellip;物流快，苏宁的品质也很放心&hellip;&hellip;完美的体验
1032796453434,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,就***劲,2019-01-18 08:45:49,物流很快 服务很好 手机也很好 官网查了 是正品 苏宁很棒靠谱 物流很快 凑够85字有用么？
1034414583671,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,蕾***a,2019-01-31 16:23:00,手机用着真的很好，有图有真相
1035690100402,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,爱***8,2019-02-26 15:17:06,手机摄像头里面有两条印，拒绝了客服说的补偿5块，售后说要寄回去检测，因为是过年期间没时间处理，不影响使用，将就着用吧，完美主义者慎拍
1034252331562,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,时***e,2019-01-29 16:43:59,速度快，值得信赖。有需要下次还来，赞个！
1032882869895,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-18 20:02:52,早买早享受，晚买享折扣
1032829087932,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,李***乐,2019-01-16 17:42:54,用了一段时间才来评价的，很OK。没问题。
1032992438070,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,程***啊,2019-01-18 19:28:56,好快哟 昨晚买的今天早上就收到啦
1034240480552,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,q***2,2019-02-02 19:28:46,收货很快，品质也不错
1034140495587,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,小***情,2019-01-28 14:21:45,此用户没有填写评论!
1033620693084,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***2,2019-01-25 15:55:53,手机挺好的，也很漂亮
1032812644330,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,清***田,2019-01-19 08:51:15,银色的很优雅，用了几天了目前功能正常，没发现问题。
1032729352139,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,梦***笙,2019-01-18 13:16:47,是正品哦。
1033509115813,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,莪***1,2019-01-22 13:57:10,手机不错是正品。手感很好 黑色超喜欢。客服服务也很好
1033736243224,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,p***2,2019-01-24 15:08:13,目前看来非常不错，买苹果都是在苏宁买，快递飞快，相信苏宁，查验保修完美，完美原装未拆封，喜欢的兄弟们放心下单吧&hellip;&hellip;
1033412109737,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,心***5,2019-01-23 16:33:43,不错 手机可以
1034901371606,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,愿***u,2019-02-08 12:27:55,从来没有在网上买过手机，第一次忐忑的给自己买了个金色的试试，找专业人士看了是国行正品全新机，特意用了几天，各方面性能和以前用的苹果感觉一样，又给老公拍了一个深灰色的，玻璃背板没有我第一次买的金色的那么贴合，而且肉眼能看到几块凝固的胶，其余还不错，也检测了是国行全新机，男的粗心大意，大过年的也没有退换货，无非也得用手机壳，反正8P也是逐渐淘汰的产品，活动价还很便宜，也就凑合着用了！
1033301429358,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,萌***9,2019-01-22 16:11:57,早就收到了，体验了几天 手感超级好 一直用的安卓系统 突然用苹果系统还不太习惯，但是还是很不错，还挺好看，物流也很给力。
1033438163426,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,叶***6,2019-01-21 19:26:14,很好，颜色很喜欢，是不是正品没查，相信苏宁，就是等太久了
1033004212465,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,树***5,2019-01-20 20:23:09,店家发货速度，包装完整，送货准时，多次购买，五分好评！
1033496915807,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,n***s,2019-01-22 12:14:09,宝贝已经收到，蛮速度的，先好评吧，相信苏宁！
1034310699860,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,木***久,2019-01-30 12:13:51,到货超级快的好吗？还以为得一周呢！快递小哥哥让开箱验货，现场打开，完全没问题！激活也是正常的。之前都是在官网买，下定决心在苏宁试试，完全没问题！这次降价入手很合适，性价比高！
1033500833331,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,s***0,2019-01-24 14:07:40,可以手机
1030896351144,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,b***9,2018-12-31 19:51:56,手机质量不错，成色很好，做活动时买的，真的很划算，很喜欢，支持嘻嘻嘻，上图上图哦，这个价位值了很好用，很流畅，用了两天来评价，现在这个价格还不错，游戏也都能驾驭，大屏幕玩起来很爽，哈哈！
1034225918979,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***0,2019-01-30 16:24:09,收到就打开用了 感觉还可以
1032916732939,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,h***6,2019-01-20 06:28:48,很不错的一次购物、这已经是第二次购买了，正品国行，用段时间在具体看效果
1031526053129,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***5,2019-01-07 14:24:15,金色很好看！非常完美的购物体验&hellip;&hellip;
1033707691182,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,赛***4,2019-01-24 11:06:34,手机反应很快 很好用，刚开始有点插曲 查了是正品手机
1033154512454,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,s***u,2019-01-22 10:06:47,苹果的性能还是不错的，物流也快，好评！
1033259520315,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,l***6,2019-01-23 09:33:33,用了一段时间才评价的，没什么问题
1033131651707,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,大***佩,2019-01-19 04:10:13,已经用上了，手机查过了是正品，很不错，物流很给力，客服态度也很好！
1031357867612,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-04 12:15:33,不错哦，喜欢的可以入手了，价格也很便宜啦
1032686545912,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***i,2019-01-17 11:28:01,帮朋友买的，1.16晚上9点下单，1.17今天早上10点收到货，贼快。一直信任苏宁。全新的没有激活过，全五星好评。
1033182005148,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,阿***3,2019-01-21 15:11:45,试机 一切正常👌完美
1032935588751,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,1***n,2019-01-20 10:53:19,手机挺好的客服人挺好的下次买手机还会来的
1033294477335,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,l***世,2019-01-22 15:19:06,手机不错
1033973960006,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,晨***风,2019-01-30 11:54:52,官网查了 正品行货 美滋滋
1033370810782,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,卡***夏,2019-01-22 10:03:26,手机很好用了大概一周才来评价的，是正品全新机子查过序列号了。开心🥳
1034678841745,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,啦***0,2019-02-08 15:59:55,宝贝不错，想买苹果手机很多年了，价格一直很贵，买不起，这还降价挺多，就买了，不错不错，第一次在苏宁买东西，不错，客服也很好，手机性能还不知道怎末样，过两天再来评论。希望我的评论能帮到你们
1034353691200,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,这***的,2019-01-30 20:13:08,还不错，是正品，在苏宁买的第二个iPhone手机了，品质有保障。
1035156618610,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,s***0,2019-02-15 07:35:09,用了一段时间，还不错，就是充电第二次就出现了电池健康状态就掉了百分之一，怀疑电池为组装的，包装盒没有塑封，手机一直没有问题，希望可以用的久一些
1032722173593,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,h***1,2019-01-17 15:26:40,很好 可以 一直很棒 很快 非常流畅 苹果忠粉 好
1033318925910,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***6,2019-01-22 18:41:46,在南京工作生活的小伙伴表示，在苏宁易购买手机就是方便
1033210286205,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-20 18:49:39,手机在官网查过是正品，全新未激活，现在用着很好，用段时间再来评价
1033907845739,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,a***实,2019-01-28 13:58:21,不错高大尚非常好非常好，物流很快
1033481903840,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,再***点,2019-01-22 10:05:43,苏宁靠谱，买了好多次，全新，国行
1033461942509,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,x***儿,2019-01-23 00:35:44,是正品！大牌子就是可信
1033743099405,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,l***u,2019-01-24 16:02:37,国行版，颜色也很好看，这个价格还是挺美丽的
1033208864345,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,1***才,2019-01-22 17:37:01,给我妹妹买的手机，手机很好，查验是正品，价格实惠，推荐购买。
1033508003372,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,戴***爵,2019-01-22 13:46:19,听筒声音有点小其他都挺好，很划算，苏宁值得信赖
1033426980096,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,4***鹿,2019-01-24 17:59:21,很好，一开始还担心在网上买会不会不太好，看了评论也很慌，不过很棒，已经在用了，超级好就是苹果信号不太好。真的超棒
1033930461237,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,啊***帅,2019-01-28 17:04:47,用了两周.一切正常
1033825001660,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,绿***林,2019-01-27 16:30:19,此用户没有填写评论!
1033983730209,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,放***雯,2019-01-27 23:45:02,是正品，很顺畅
1032777356955,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,m***n,2019-01-18 19:25:51,很不错 我喜欢
1034120575130,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,丽***点,2019-01-28 11:07:57,非常好。苏宁值得信耐。。满分哦。。
1032747873469,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,那***s,2019-01-17 18:14:52,物快昨天下单今天就到了，不知道用起怎么样，这么贵的东西应该是正品吧！
