用户ID,评论内容,会员级别,点赞数,回复数,得分,购买时间
12401518565,手机收到了，但是我选的流量卡被送到哪里去了？,金牌会员,0,0,2,2019/1/23 8:39
11323912869,买了就降价，棒棒哒！！,金牌会员,0,0,2,2018/3/19 15:45
11499295519,感谢京东，感谢电商，感谢京东的服务，你们的服务太好了，产品非常的好啊。,PLUS会员,0,0,2,2018/5/19 16:08
11061842568,11月9号买的，用到现在，中间死过一次机。,银牌会员,0,0,2,2017/12/12 0:01
10959772097,第一次用苹果，一般。,钻石会员,0,0,3,2017/11/12 20:12
10911844464,这还没几天又便宜了几百，伤心?用了几天感觉还可以,银牌会员,0,0,2,2017/11/1 11:27
11011133312,习惯性的用一下，限制太多了，没办法,PLUS会员,0,0,3,2017/11/25 9:03
10980508280,*确凿！！！但是看了一下机身无损伤就留着了,钻石会员,0,0,3,2017/11/16 20:39
10963054739,没有7P的好  说实在话,PLUS会员,0,0,2,2017/11/13 12:50
12434843877,性价比不高，物流很快的，用了再说吧,PLUS会员,0,0,2,2019/2/3 11:43
10972072415,还行吧，不知道网上买的会不会比较不靠谱，但送的东西真没用,金牌会员,0,0,3,2017/11/15 0:03
11244565158,目测还行。有待检测。,金牌会员,0,0,3,2018/2/13 16:39
11276413887,感觉应该是有人开过的 不过没激活 还可以吧,银牌会员,0,0,3,2018/3/3 10:34
11598866635,运行速度一般没什么出色的外表还行新的竟然有卡顿,银牌会员,0,0,2,2018/6/16 11:56
11392750560,手机一般，照相好模糊,金牌会员,0,0,3,2018/4/12 21:44
10958449571,评价才送20京豆，太那个啥了。。。双十一还没有之前优惠，之前优惠900还送400的京豆。。,PLUS会员,0,0,3,2017/11/12 16:21
12097400314,一脸懵#这么就那么大的缝呢倒霉倒霉,钻石会员,1,0,3,2018/11/8 0:41
10830757777,在设置里点软件出现卡机了，重启好了,金牌会员,1,0,3,2017/10/3 8:22
12275149671,用了几天才评价，闪退过一次,注册会员,1,0,3,2018/12/18 13:35
10956930492,"明明打的双十一价格，后面又双十一6488,我买了7199，不安逸。",金牌会员,0,0,2,2017/11/12 11:35
11599088368,掉漆好快，才第三天，还是放保护套里,银牌会员,0,0,2,2018/6/16 12:57
10955256049,京东这个价格战真是666啊。我花了5788+1.5W京豆拿下的。后来保价就没成功过。我也没啥好说的了。京东，牛！,PLUS会员,0,0,2,2017/11/11 23:36
11414156787,买了2个手机 一个还可以 还有一个1个多月听筒就失灵了,金牌会员,0,0,3,2018/4/20 14:41
11068528371,心情不美丽，手机肯定好用没问题，刚买1个多星期，多花了200?,钻石会员,0,1,2,2017/12/13 20:12
11748412967,感觉一般也就那样，没什么惊艳的地方，,金牌会员,0,0,3,2018/7/27 22:05
11361533099,给女朋友买的，因为在部队没能体验一下女朋友说卡?,银牌会员,0,0,3,2018/4/1 17:42
11704660431,满分10打4分手机缝隙大。收到货还是标签被打开，,银牌会员,0,0,3,2018/7/14 22:03
10898925850,手机应该没问题，送女朋友的。但刚买就降好几百，心里特不舒服，所以给个中评。,PLUS会员,1,0,3,2017/10/27 22:22
11335506997,手机收到了，是正品，还没用，就不知道好不好用。,钻石会员,0,0,3,2018/3/23 14:13
12421135226,机子有好大的划痕,银牌会员,1,0,3,2019/1/28 21:25
12027407149,不知道是不是正品，反正一直都是在京东上买东西的，希望是正品吧,PLUS会员,0,0,3,2018/10/21 5:41
11258001039,8 系的颜色真的好奇葩，这个金色更是葩中之爸,钻石会员,0,0,3,2018/2/24 0:32
11091711865,用着用着特别卡。。。。。。,钻石会员,0,0,2,2017/12/21 7:57
11290514400,"我是用一段时间才来评价的,手机用没有三天会出现卡屏。",银牌会员,0,0,2,2018/3/8 8:04
11445136578,发烫 还没有iPhone6耐热  还在使用中,金牌会员,0,0,3,2018/5/1 14:19
11826300983,手机挺好，充电器是假的，应该是把原厂的换出去卖了。,银牌会员,0,0,2,2018/8/20 22:04
10886991981,"用了一个月再来评价,不好,希望大家不要跟我买这个苹果8,我说的是实话！",金牌会员,0,0,2,2017/10/23 20:55
10807438621,黄屏。。。。。。。。。,PLUS会员,0,2,3,2017/9/23 23:11
10814003317,还行吧&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,PLUS会员,0,0,3,2017/9/26 12:39
11023623431,手机基本没有问题但是在移动app时候异常的卡,金牌会员,0,0,2,2017/11/28 22:43
10836174510,手机盒子摔了,金牌会员,0,0,3,2017/10/5 17:33
10851081516,还可以。,钻石会员,0,0,2,2017/10/11 12:50
10861070468,感觉一般般吧。,PLUS会员,0,0,3,2017/10/14 22:42
10869078982,还行吧。 就那样,钻石会员,0,0,2,2017/10/17 17:35
11496176302,电池用电特别快，手机一发热！在考虑以后还在京东买东西么？,钻石会员,0,0,2,2018/5/18 15:39
10880789974,一般般,金牌会员,0,0,3,2017/10/21 17:58
10901511607,还行！！！！！！！！！！！,金牌会员,0,0,3,2017/10/28 21:15
10902598740,后续追加,银牌会员,0,0,2,2017/10/29 11:02
10908842807,这个歪了&hellip;&hellip;&hellip;,金牌会员,0,5,2,2017/10/31 12:30
10913503476,哦了,金牌会员,0,0,2,2017/11/1 19:36
10917369124,只能说还行,钻石会员,0,0,3,2017/11/2 20:05
10914419195,别买了,PLUS会员,0,0,2,2017/11/2 0:32
10920216801,一般。。。。。。,金牌会员,0,0,3,2017/11/3 15:11
10924156147,收到了，,PLUS会员,0,0,2,2017/11/4 15:53
10922387157,很一般,银牌会员,0,0,2,2017/11/4 7:23
10922966207,也就那样吧,钻石会员,0,0,3,2017/11/4 10:35
10923109421,*,金牌会员,0,0,2,2017/11/4 11:09
10929950613,手机一般,银牌会员,0,0,3,2017/11/6 7:19
10934385861,屏幕黄黄的,银牌会员,0,0,3,2017/11/7 9:14
10934167257,一般,钻石会员,0,0,2,2017/11/7 8:02
10944535982,一般一般,PLUS会员,0,0,3,2017/11/9 16:09
10943854187,好,PLUS会员,0,0,3,2017/11/9 13:16
10951159939,还可以吧。。。。。。。。。。。。。。。。。。。。。。。。。,PLUS会员,0,0,3,2017/11/11 9:36
10960358378,嗯,钻石会员,0,0,3,2017/11/12 21:42
10955876182,小了,金牌会员,0,0,3,2017/11/12 8:11
10960790135,还可以吧,金牌会员,0,0,3,2017/11/12 22:56
10966981566,通话呲呲声,金牌会员,0,0,3,2017/11/14 2:14
10972139757,一般般啦！,金牌会员,0,0,3,2017/11/15 0:43
10978053275,一般,钻石会员,0,0,3,2017/11/16 11:25
10981283303,一般,PLUS会员,0,0,3,2017/11/16 23:49
10994328235,懒得说！,金牌会员,0,0,2,2017/11/20 12:12
10996532675,收到,钻石会员,0,0,3,2017/11/20 21:35
10997106155,哎,金牌会员,0,0,3,2017/11/21 4:07
11004139919,超级无敌卡,金牌会员,0,0,3,2017/11/22 22:43
11005598035,萨瓦迪卡,钻石会员,0,0,3,2017/11/23 13:16
11019574557,一般般,PLUS会员,0,0,3,2017/11/27 19:11
11023747846,还OK,钻石会员,0,0,3,2017/11/28 23:38
11030880938,就这样吧,钻石会员,0,0,3,2017/12/1 11:23
11034614494,一般缝隙太大,钻石会员,0,0,3,2017/12/2 16:26
11037492754,屏幕缝隙很大,PLUS会员,0,0,3,2017/12/3 16:29
11036355040,缝隙略大,金牌会员,0,0,3,2017/12/3 10:00
11048522074,还行吧,金牌会员,0,0,3,2017/12/7 11:44
11057431107,可以,PLUS会员,0,0,3,2017/12/10 16:02
12488935841,手机还好 到手两天死机一次让我拿去检查?,银牌会员,1,0,3,2019/2/26 10:38
11282875504,"用了两天，待机时wifi会断开
再用一下再来评价",金牌会员,0,0,3,2018/3/5 15:18
11689391886,手机还行吧 最近发现的一个问题就是 会自己关机开机,PLUS会员,0,0,3,2018/7/10 10:19
11428074099,帮我妹妹买的东西是可以，但是后悔了如果知道美国制裁中兴的话可能我会选择国产手机,金牌会员,0,0,3,2018/4/25 10:12
11496785156,现在手机连一个这么小的洞都能拍的这么清晰  你看见了吗,金牌会员,0,0,3,2018/5/18 19:08
10935632511,双十一临近，正常下午送到的推到第二天送到可以理解，但是六千的手机你就给这么一个包装说得过去吗？,钻石会员,0,0,3,2017/11/7 13:55
11711297801,好卡的手机，特地用了一段时间再来评论的,钻石会员,0,0,2,2018/7/16 21:24
10988260471,就一个袋子装太&hellip;&hellip;了，6888买的，第二天6488，双十一6688&hellip;&hellip;后来磋商补了200块，还算满意,钻石会员,0,0,3,2017/11/18 19:19
11385651105,给孩子买的，就那样。。。。。。。,钻石会员,0,0,3,2018/4/10 13:33
11062269299,一般般,金牌会员,0,0,3,2017/12/12 8:56
11063114916,还行吧！！！,金牌会员,0,0,2,2017/12/12 12:40
11068432180,勉勉强强,钻石会员,0,0,3,2017/12/13 19:50
11067604704,还可以吧,PLUS会员,0,0,3,2017/12/13 16:13
11075766081,像素狗的很,金牌会员,0,0,2,2017/12/15 21:23
11101822930,还可以吧！,金牌会员,0,0,3,2017/12/24 18:41
11107237628,还可以,钻石会员,0,0,2,2017/12/26 17:09
11111883818,一般,钻石会员,0,0,3,2017/12/28 11:30
11120136847,一般,PLUS会员,0,0,2,2017/12/31 14:29
11120087010,还可以吧,钻石会员,0,0,3,2017/12/31 14:07
11122539827,体验一般,钻石会员,0,0,2,2018/1/1 15:18
11139030965,一直自动关机,金牌会员,0,0,3,2018/1/7 18:08
11141258320,有时候会卡,银牌会员,0,0,3,2018/1/8 15:19
11146518175,没啥好说的,金牌会员,0,0,3,2018/1/10 13:42
11153847894,不知是否。。。。。,金牌会员,0,0,3,2018/1/13 5:06
11180903594,还没拆，,PLUS会员,0,0,3,2018/1/22 18:44
11182276825,hhhhhhhhh,PLUS会员,0,0,3,2018/1/23 10:03
11182274522,hhhhhhhhh,PLUS会员,0,0,3,2018/1/23 10:02
11182275710,hhhhhhhhh,PLUS会员,0,0,3,2018/1/23 10:02
11191707650,还可以,金牌会员,0,0,2,2018/1/26 14:08
11191376941,还行吧,钻石会员,0,0,2,2018/1/26 12:03
11202742932,特卡,金牌会员,0,0,2,2018/1/30 14:00
11205311798,还没用试试看,金牌会员,0,0,3,2018/1/31 10:39
11238842006,会卡、经常卡,金牌会员,0,0,3,2018/2/11 2:41
11250785324,用完评价,钻石会员,0,0,3,2018/2/19 13:46
11259482588,一般,钻石会员,0,0,3,2018/2/24 18:06
11273091031,会卡机！心里话,金牌会员,0,0,2,2018/3/1 23:06
11275279096,用着有卡顿。诶,银牌会员,0,0,2,2018/3/2 20:02
11288415715,一般吧,银牌会员,0,0,3,2018/3/7 12:59
11309023825,还可以,金牌会员,0,0,2,2018/3/14 13:48
11315944980,希望耐用吧&hellip;&hellip;,钻石会员,0,0,3,2018/3/16 20:22
11328151107,还行,银牌会员,0,0,3,2018/3/20 22:14
11329164320,一般般,金牌会员,0,0,3,2018/3/21 11:24
11334249175,一般,金牌会员,0,0,2,2018/3/23 0:19
11339832074,也就这样,金牌会员,0,0,2,2018/3/25 0:46
11343943638,一般般。。。。,钻石会员,0,0,2,2018/3/26 14:20
11348884950,还可以吧！,钻石会员,0,0,3,2018/3/28 9:09
11353513571,退的机子失望,金牌会员,0,0,2,2018/3/29 19:13
11363528916,摄像头有灰。,钻石会员,0,0,2,2018/4/2 12:27
11371085103,品控没做好,钻石会员,0,0,3,2018/4/5 4:33
11332980632,货也收到，可用安卓的我还是不会操作&hellip;&hellip;?等用完了在来评论,银牌会员,0,0,3,2018/3/22 16:19
11404494626,一般般啦,PLUS会员,0,0,3,2018/4/17 9:01
11422072802,相机有些问题,金牌会员,0,0,3,2018/4/23 10:41
11431840918,在磨合期。。。。,钻石会员,0,0,3,2018/4/26 14:54
11436595246,还好吧,金牌会员,0,0,3,2018/4/28 9:33
11475135911,还行，,金牌会员,0,0,2,2018/5/11 17:58
11497641430,一般,PLUS会员,0,0,3,2018/5/19 2:31
11514778986,包装好烂！,PLUS会员,0,0,3,2018/5/24 11:38
11514843614,黑的显脏,金牌会员,0,0,3,2018/5/24 11:57
11592018367,反应迟钝,银牌会员,0,0,3,2018/6/14 14:32
11286290581,手机收到了，手机右下方有一点瑕疵。应该是翻新机吧,PLUS会员,1,1,3,2018/3/6 17:41
11087283378,11.29买的今天12.19已经无法录入读取指纹了。。,银牌会员,0,0,3,2017/12/19 16:39
10971363068,还行吧    就是没有钢化膜    手机壳那些,银牌会员,0,0,3,2017/11/14 21:23
12368280834,今天刚到很捡漏壳膜都没送 用用看吧,注册会员,1,0,3,2019/1/13 16:56
10976961700,迟点以的单号发给我看看啊我也不知道怎么说呢就是不知道有没有机会的没人家吃饭呢？,PLUS会员,1,0,3,2017/11/16 2:45
12029455519,手机是好手机~到账也就晚了两个小时就长了100元,金牌会员,0,0,3,2018/10/21 17:30
11894960597,苹果么  就这样   流畅,金牌会员,0,0,3,2018/9/10 15:25
12325683076,东西挺好，我买的第二天还没收到货就突然降价100元，内心很不开心,注册会员,0,1,2,2019/1/1 15:27
11122862215,收到的货暂时没问题，原先买的iPad刚过保修期，充电时就自动重启,钻石会员,0,0,3,2018/1/1 17:29
12158107551,"手机不错哦，系统流畅,功能全面，京东值得信赖",PLUS会员,0,0,2,2018/11/19 10:54
11259157246,手机没问题。送了一张电信卡，找京东找电信找了七八次，跨年了没人解决。卡已扔。,钻石会员,0,0,3,2018/2/24 15:55
12379537501,手机完美。帮朋友买的。快递站点迟一天才派送。让朋友久等了,PLUS会员,0,0,3,2019/1/16 19:34
10901474664,快递员满分，物流运输过程不给力。耽误了时间,金牌会员,0,1,2,2017/10/28 21:01
11813247077,买了个金的回来了个粉的几个意思,金牌会员,0,0,3,2018/8/16 20:57
11711556885,摄像头有白点，网速好快，外观还不够完美,银牌会员,0,0,2,2018/7/16 22:48
10991799382,手机之前被开封过，手机上还有闪闪的贴片类，我先看一下是否激活,PLUS会员,0,0,3,2017/11/19 18:07
11129779693,有新机型上线却没有任何通知 购买激活后第二天就上架双网通版,金牌会员,0,0,2,2018/1/4 2:48
11379269649,还行的 主要是机子回来不到一个月就降了五百多 好吧。,银牌会员,0,0,3,2018/4/8 9:45
12080694666,就是京东营销战略让人心寒.买5599-第二天就限时抢购5399,钻石会员,0,0,3,2018/11/4 13:20
10807243054,发货居然能发错地址，匪夷所思，我希望今后京东能更严谨些，毕竟你的物流也是你的核心内容,钻石会员,1,0,3,2017/9/23 21:47
11319249895,还好吧，第一次有苹果，3月份买的激活后有2月份的通话记录，不知道什么情况！,金牌会员,0,0,3,2018/3/17 22:43
11716608856,物流很好&hellip;但是手机用起来不太顺畅&hellip;客服也很难找!,金牌会员,0,0,2,2018/7/18 13:16
11074118891,挺好的，原封未拆，京东就是快。就是买早了几个小时，也不补差价，没意思,PLUS会员,0,0,2,2017/12/15 12:45
11331986680,东西还行，用着偶尔会卡顿一下，最气的是第8天的时候降价了200多，呵呵,PLUS会员,0,0,3,2018/3/22 10:42
10934937530,下单的时候说送四万豆。现在只有三万豆。找客服半天都不处理。。。手机还不错的。,钻石会员,0,0,2,2017/11/7 11:11
12101807973,发给我的应该是美版的，iPhone 字母下面多了几个英文字母,钻石会员,0,2,3,2018/11/8 23:32
11843752601,手机摄像头处有问题！！！！！妈的，新手机呀。,银牌会员,0,0,3,2018/8/26 9:59
11610137944,买错了,钻石会员,0,0,2,2018/6/18 22:37
11612175357,一般般，,PLUS会员,0,0,2,2018/6/19 11:53
11632487682,输入法卡黑条！,PLUS会员,0,0,3,2018/6/23 15:31
11635058075,还行吧。 一般般,金牌会员,0,0,3,2018/6/24 10:05
11635953209,先用用在评价,金牌会员,0,0,3,2018/6/24 13:43
11639469510,还行吧，就那样,金牌会员,0,0,3,2018/6/25 11:58
11656724446,还行吧,银牌会员,0,0,3,2018/6/30 11:10
11665912441,卡,PLUS会员[试用],0,0,3,2018/7/3 1:10
10905182698,从6换到8p唯一的感觉就是重了好多，其余暂时没什么感觉,金牌会员,0,0,3,2017/10/30 9:40
11683708130,一般。用用再说。,金牌会员,0,0,3,2018/7/8 14:48
11937815382,我不知道这到底是喜还是悲  哪位可以和我解释下吗？给个三星  不多说什么,银牌会员,0,1,3,2018/9/22 22:35
11693357239,好,金牌会员,0,0,3,2018/7/11 13:35
11694051864,发票呢,银牌会员,0,0,2,2018/7/11 17:08
11706326247,还可以的,PLUS会员,0,0,2,2018/7/15 13:21
11718208285,信号很卡,钻石会员,0,0,3,2018/7/18 21:43
10937287232,商品不错就是不知道少给这么多京豆是什么意思！！！！！,钻石会员,0,0,3,2017/11/7 20:42
11738957677,还OK,银牌会员,0,0,3,2018/7/25 7:51
11761325823,帮人代买的,PLUS会员,0,0,3,2018/7/31 22:34
11770240201,一般般,金牌会员,0,0,3,2018/8/3 17:33
11785846337,总体来说一般,银牌会员,0,0,3,2018/8/8 14:40
11805944328,打游戏非常烫,银牌会员,0,0,2,2018/8/14 16:44
11830542152,一般般。还行！,钻石会员,0,0,3,2018/8/22 10:21
11850163273,还行,银牌会员,0,0,3,2018/8/28 8:40
11864072644,一般般吧,金牌会员,0,0,3,2018/9/1 11:53
11869370982,还行,银牌会员,0,0,3,2018/9/2 23:17
11886083348,一般般，还行吧,PLUS会员,0,0,3,2018/9/7 22:27
11917225890,说实话一般般,钻石会员,0,0,3,2018/9/16 22:56
11916746726,手机有毛病,银牌会员,0,0,2,2018/9/16 20:24
11918342118,还可以？,银牌会员,0,0,3,2018/9/17 11:09
11114554511,手机一般，和6.7没有什么区别，没有什么新鲜感,钻石会员,0,0,3,2017/12/29 10:50
11934771260,还行,金牌会员,0,0,2,2018/9/22 0:23
11941133992,一般都,PLUS会员,0,0,3,2018/9/23 23:39
11952526725,还行吧，一般,银牌会员,0,0,2,2018/9/27 13:23
11952742447,看起来不错，,钻石会员,0,0,2,2018/9/27 14:30
11960998980,还行,钻石会员,0,0,2,2018/9/30 0:38
11992683710,问题很多,金牌会员,0,0,3,2018/10/10 17:54
12029753206,一般般,PLUS会员,0,0,3,2018/10/21 19:01
12072239097,还可以吧,钻石会员,0,0,3,2018/11/2 14:20
12127516883,老是断网,银牌会员,0,0,3,2018/11/13 17:01
12156237606,一般,银牌会员,0,0,3,2018/11/18 21:26
12186120211,无法评价。,钻石会员,0,0,3,2018/11/25 20:27
12204748885,打王者卡退,银牌会员,0,0,3,2018/11/30 17:20
12228264059,客服牛#完这,金牌会员,0,0,2,2018/12/6 22:39
11461966751,四月底买的手机，不知道还原统计数据这里为什么会显示2017年9月份。,金牌会员,0,0,3,2018/5/7 10:43
11834706655,几千块的手机为什么只拿这样的盒子随便包着？还没用 后续怎么在追评,银牌会员,0,0,3,2018/8/23 13:47
12009994709,数据线坏了，气的我一天的没玩手机重新买个数据线,银牌会员,0,0,2,2018/10/15 22:15
11347471755,手机外观有瑕疵，但是手机已经激活了，他们不管,银牌会员,1,4,3,2018/3/27 17:25
11521459222,用了几天从买回来那一刻就爱卡，只能关机重启才可以好！,钻石会员,0,0,3,2018/5/26 13:43
11579952827,"2分给苹果，别针锋利像刀片一样。
在美国我估计要发大财了！",PLUS会员,0,0,2,2018/6/11 13:23
11213774689,客服让我想起了我前女友和我分手那段，问一句，隔好长时间才回复，或者直接不回复。,金牌会员,0,0,3,2018/2/2 20:56
10911636872,我就知道的降价但是不知道秒杀什么的不能保价挺恶心,PLUS会员,0,0,3,2017/11/1 10:36
10961327481,本来买到手机挺高兴的。 但是看到评论处又是5388买的。   又是反15000京豆。 40000京豆的。  瞬间感觉自己亏了。  好悲伤?,PLUS会员,0,0,3,2017/11/13 7:03
11259651028,用了11天听筒坏了&hellip;&hellip;,银牌会员,0,0,2,2018/2/24 19:25
11023327241,还可以吧有点缝隙。至于电流摄像头有灰暂时没发现&hellip;,PLUS会员,0,0,3,2017/11/28 21:08
10914496995,双11保价  呵呵  就是晃子?现在直接优惠900   点击保价不能保价   京东你对你多年的顾客这样?,PLUS会员,0,0,2,2017/11/2 3:40
11462548891,耗电特别快。,银牌会员,1,0,2,2018/5/7 13:40
11949055350,暂时没发现什么问题。才不到一个星期！后续会继续跟踪。,银牌会员,0,0,3,2018/9/26 12:45
11707581079,手机应该被挤压过，快递盒子里面装的?都压爆了，手机还没使用，用了再来追评！,金牌会员,0,0,3,2018/7/15 20:00
12449299506,手机摄像头上方后盖玻璃和金属边框很宽的一条缝隙。,银牌会员,0,0,3,2019/2/13 12:05
11906610493,还行吧，一般般，很多功能不如人意&pi;_&pi;,金牌会员,0,0,3,2018/9/13 20:12
11546526419,新买的手机充电线的情况。其他的还在使用中。后期会持续跟！,银牌会员,0,0,2,2018/6/2 21:36
10990602175,為什麼打電話時網絡會從4G變成3G？在家裡用個聯通卡竟然一格信號?所以我是住在撒哈拉無人區嗎？,PLUS会员,0,0,3,2017/11/19 12:49
10806688625,23号中午到货，下午1点多激活手机，提前了2??天，不知道算不算正常,钻石会员,2,1,2,2017/9/23 18:07
11355491853,还没用暂时给3星 等半个月后再来评价,PLUS会员,2,7,3,2018/3/30 13:58
12082008152,还行吧 6p到8p没什么感觉,银牌会员,0,0,3,2018/11/4 18:21
10943289312,才刚刚买了几天就降了400，之前说返还300元京东豆的，只给我150元的京东豆，感觉好坑，不过快递还是很给力的，苹果手机还是很好用的,金牌会员,0,0,2,2017/11/9 11:02
12359546750,我刚买几天就降了800.你大爷的,银牌会员,11,2,2,2019/1/11 0:36
11623513558,物流不错，电池续航一般。包装也一般。,银牌会员,0,0,2,2018/6/21 14:08
11281830943,第一次买手机卡顿所以直接退货了   现在用的第二次买的用了几天才来评论手机不卡很好,金牌会员,0,0,2,2018/3/5 9:44
10908691770,收到货本来挺高兴的，结果发现sn的价钱低了200多，瞬间就不开心了，相信京东所以买之前都没有比价格，还充了个会员，哎,PLUS会员,0,0,2,2017/10/31 11:39
11806833422,苹果手机不太好，以后还是要支持华为手机。京东太给力了！价格超级实惠，还是要支持国货的，华为手机棒棒的！多多支持！！！,金牌会员,0,0,2,2018/8/14 21:40
10977132463,近期价格 波动 特别大 看到 评论 才想起来 保价的事 真是 即便买到了 也让人 心里不舒服,PLUS会员,0,0,2,2017/11/16 7:42
11080991539,关注iPhone8Ｐ很久了，双十一错过，双十二买的，质量问题正在验证体验中！,金牌会员,0,0,3,2017/12/17 16:51
12269836658,"女朋友牙都笑掉了
我可就惨了
从此再也没有钱出去玩了",金牌会员,2,0,2,2018/12/17 9:48
11703710712,我也不想说什么了，7月14日买的，激活日期在6月6日，不得不说，自营店都假,银牌会员,1,0,2,2018/7/14 16:43
11373693336,买了好久了，用的还可以，给两颗星纯粹是因为最近***磨擦后悔买苹果手机了！,钻石会员,0,0,2,2018/4/6 7:45
11324875734,这手机之前有人用过，为啥有2016年的通话记录，我才刚买1周，今天才开始用,金牌会员,0,0,2,2018/3/19 21:00
11449597589,拍摄效果还没安卓的好。安卓的拍出来清晰  苹果的发黄,金牌会员,1,0,2,2018/5/3 0:04
11548239586,感觉中奖了，密封是被拆开过得,PLUS会员,2,1,2,2018/6/3 11:47
11299037897,"包装很简单。京尊达说好的9-10点间送到，你这到18点才送到，还直接给到隔壁邻居手上。。。
手机暂未使用，以后追评",钻石会员,0,0,2,2018/3/11 1:34
10811946574,红色字体啥意思？怎么联系，商店购买东西,银牌会员,7,1,3,2017/9/25 17:02
12398539384,瑕疵很多，缝隙很大。,银牌会员,0,1,2,2019/1/22 11:21
11574768617,使用还可以吧 但是无线充电发烫使用时间长也会出现这个问题,银牌会员,0,0,2,2018/6/10 8:02
12355993000,还行吧,金牌会员,0,0,3,2019/1/9 23:19
12373763365,还行，先用用,铜牌会员,0,0,2,2019/1/15 9:17
12387572860,还可以吧,注册会员,0,0,2,2019/1/19 9:06
12432148744,就那样,铜牌会员,0,0,2,2019/2/1 23:04
12446824655,就那样,注册会员,0,0,3,2019/2/12 11:18
12458710565,只能说还行,铜牌会员,0,0,3,2019/2/16 20:17
12467344324,我一言难尽,铜牌会员,0,0,2,2019/2/19 16:44
12471366184,还行吧,注册会员,0,0,3,2019/2/20 20:44
12475084592,一般一般,银牌会员,0,0,3,2019/2/21 20:58
12476267564,换几次了都,金牌会员,0,0,3,2019/2/22 10:14
12483418674,给个三星吧,金牌会员,0,0,3,2019/2/24 15:15
10921255278,给老婆买的，本打算换mate10pro的，无奈6sp罢工了，本人不喜欢苹果手机，所以给三颗星。,PLUS会员,0,0,3,2017/11/3 19:49
11374132688,刚开始用，去查了下，手机出厂与保修期限不一致，不知道是不是正品，,金牌会员,0,0,3,2018/4/6 10:48
11456270631,接盘了  手机膜上还有指纹   机子没啥问题  目前,钻石会员,0,0,2,2018/5/5 11:35
11318517171,一直没评价就怕有什么问题，2018年3月4日购的机，现在3月17就出现没声音的故障，我现在去附近的维修中心检测一下，之后再来评价！,金牌会员,0,0,3,2018/3/17 18:29
11150901490,一直喜欢这个牌子，拿到手体验了一段时间，还是给自己挺大的惊喜,金牌会员,0,0,2,2018/1/11 22:57
12217619724,手机查了一下应该是国行正品，但是数据线以及耳机应该是被调换过的，不是正品,银牌会员,0,0,2,2018/12/4 7:41
11758595477,就那样吧，没什么很惊艳的。系统还是一如既往流畅。,PLUS会员,0,0,3,2018/7/31 9:02
11123905979,手机有瑕疵 缝隙也太大了吧 看看后面使用的怎么样再来评价,PLUS会员,0,0,3,2018/1/2 3:21
11018882251,给你中评，是不想让你骄傲，改变一下设计，别光知道赚钱。,钻石会员,0,0,3,2017/11/27 15:44
11488885845,别的不说还行，电池真的不耐用，刚买的比我同学用了一年的7p电池还不耐用,银牌会员,0,0,2,2018/5/16 10:33
11659769474,内部查询到排线两次维修、河南生产的、希望跟香港的一样好用。,钻石会员,0,0,3,2018/7/1 10:16
11633797560,我今天下午收到货的，插卡登入不了ID，连Wifi就可以，不知道什么愿意,金牌会员,0,0,3,2018/6/23 21:26
11688369531,使用感什么的都不错。就是这个电量啊，实在是遭不住,金牌会员,0,0,2,2018/7/9 22:00
11302186116,必须评价 充电器只用了两次再也充不上电了 用别人的充电器就可以 哎,银牌会员,0,0,3,2018/3/12 9:11
12447906392,电用的很快不知道为啥，还有查不到序列号激活时间,注册会员,0,0,3,2019/2/12 18:40
11057835431,买贵了，激活了，不能退了，了可口可乐了可口可乐了可口可乐了,钻石会员,0,0,2,2017/12/10 18:23
11347580816,卡  卡  卡  比我用了两年多6S要卡的多，对质量及渠道持有怀疑,钻石会员,0,0,2,2018/3/27 18:04
10983095427,替别人买的，不是自己使用，不发表看法，写这么多就是为了京豆，但不是国货，所以给三星吧,PLUS会员,0,0,3,2017/11/17 14:04
11496431809,手机是不错，可以说是很保值的一款手机了，确实是全新的，不错不错，就是配送员态度很不好哎，另外买之前5599，买的时候5799却不给保价，太坑了,PLUS会员,0,0,2,2018/5/18 17:04
11810396042,买来送人的，朋友说手机是香港过来的，不是国内的，不过能用。京东就是个烂货场,钻石会员,0,0,2,2018/8/15 23:40
11454331265,价格贵了很多。。。。。。,PLUS会员,0,0,3,2018/5/4 16:56
11413572095,手机背面玻璃有碎痕应该是运输过程造成的，第二台手机今天也到了希望不要再有问题！,金牌会员,1,0,3,2018/4/20 11:19
10892274620,就这样的包装&hellip;&hellip;,PLUS会员,0,1,3,2017/10/25 17:30
11083276483,自己导入的铃声会出现爆音!并且这些铃声都是在我的7P上持续使用了很久的,PLUS会员,0,0,3,2017/12/18 12:10
11281911015,大家自己看看吧。 刚拆开没发现有缝隙。用一天就知道了 全是灰尘！,金牌会员,0,7,2,2018/3/5 10:08
11685481758,买来用了一段时间 发现听筒和话筒可能有问题 再观察一下 送修,钻石会员,0,0,2,2018/7/9 7:15
12406042649,我2019年1月13号买的 显示 2018年12月 27 号激活的....,银牌会员,1,0,2,2019/1/24 13:25
11357549003,手机系统非常的保守，功能也不多，感觉是给老人做的大屏功能机,钻石会员,1,0,2,2018/3/31 10:08
12442439405,包装非原包装，是京东自己包装的，不知道有什么猫腻没有。最好买之前确认清楚。,PLUS会员,2,0,3,2019/2/9 23:19
